epoch;seconds;avr_loss;top_1_acc;top_5_acc;f1_score;precision;recall
0;1903.7755467891693;0.34206264461822006;0.05635966360569;0.17794056236743927;0.05635966360569;0.05635966360569;0.05635966360569
1;263.078665971756;0.29947237710702623;0.1304779350757599;0.3343179523944855;0.1304779350757599;0.1304779350757599;0.1304779350757599
2;263.31650018692017;0.26494333777006274;0.19650262594223022;0.4348319172859192;0.19650262594223022;0.19650262594223022;0.19650262594223022
3;262.88938450813293;0.2317171238714896;0.2745554447174072;0.5392450094223022;0.2745554447174072;0.2745554447174072;0.2745554447174072
4;263.2106237411499;0.20367746174279142;0.34236428141593933;0.6148165464401245;0.34236428141593933;0.34236428141593933;0.34236428141593933
5;263.48036909103394;0.17981167575080365;0.40893247723579407;0.6741182804107666;0.40893250703811646;0.40893247723579407;0.40893247723579407
6;263.2210280895233;0.1602414386737775;0.4573521614074707;0.7202339172363281;0.4573521614074707;0.4573521614074707;0.4573521614074707
7;263.7982668876648;0.14361909232991404;0.5041058659553528;0.7557511925697327;0.5041058659553528;0.5041058659553528;0.5041058659553528
8;262.9934720993042;0.1293550172084784;0.5450109243392944;0.7892125248908997;0.5450109243392944;0.5450109243392944;0.5450109243392944
9;263.3178572654724;0.11584442959066713;0.5854788422584534;0.8207006454467773;0.5854788422584534;0.5854788422584534;0.5854788422584534
10;263.8616006374359;0.10528657332006384;0.621834933757782;0.8409996032714844;0.621834933757782;0.621834933757782;0.621834933757782
11;263.9850516319275;0.09618235291958925;0.6531931161880493;0.8619601726531982;0.6531931161880493;0.6531931161880493;0.6531931161880493
12;262.9879562854767;0.08704949010670579;0.6807349324226379;0.8819637298583984;0.6807349324226379;0.6807349324226379;0.6807349324226379
13;263.1440598964691;0.07707838012268221;0.7189342379570007;0.8996042013168335;0.7189342379570007;0.7189342379570007;0.7189342379570007
14;263.0300841331482;0.06730257625020829;0.7514266967773438;0.9184380173683167;0.7514266967773438;0.7514266967773438;0.7514266967773438
15;263.0839276313782;0.06115970390977334;0.7719855904579163;0.9306433796882629;0.7719855904579163;0.7719855904579163;0.7719855904579163
16;263.0186388492584;0.05260492409799523;0.8066166639328003;0.9474331140518188;0.8066166043281555;0.8066166639328003;0.8066166639328003
17;263.6930892467499;0.047457577038507046;0.824044406414032;0.9567318558692932;0.824044406414032;0.824044406414032;0.824044406414032
18;263.53286266326904;0.03947402185827339;0.8549772500991821;0.9697288274765015;0.8549772500991821;0.8549772500991821;0.8549772500991821
19;263.93786454200745;0.035930932946908085;0.8686949610710144;0.9755774736404419;0.8686949610710144;0.8686949610710144;0.8686949610710144
20;263.8939833641052;0.02817383470930976;0.9018845558166504;0.984427273273468;0.9018845558166504;0.9018845558166504;0.9018845558166504
21;263.2888867855072;0.022834227187779076;0.9256218075752258;0.990311324596405;0.925621747970581;0.9256218075752258;0.9256218075752258
22;263.4157943725586;0.019737421873990368;0.936255693435669;0.9935487508773804;0.9362556338310242;0.936255693435669;0.936255693435669
23;263.54545855522156;0.017105096093284772;0.9446918964385986;0.995451033115387;0.9446918964385986;0.9446918964385986;0.9446918964385986
24;263.8054618835449;0.015301613967856023;0.9506468772888184;0.9968571066856384;0.9506468772888184;0.9506468772888184;0.9506468772888184
25;263.5928544998169;0.011188730356368871;0.9683346152305603;0.9986884593963623;0.9683346152305603;0.9683346152305603;0.9683346152305603
