epoch;seconds;avr_loss;top_1_acc;top_5_acc;f1_score;precision;recall
0;308.02106189727783;0.3259684189224514;0.07089265435934067;0.20871978998184204;0.07089265435934067;0.07089265435934067;0.07089265435934067
1;303.45548820495605;0.2806445483646456;0.1523955762386322;0.3543333113193512;0.1523955762386322;0.1523955762386322;0.1523955762386322
2;303.880295753479;0.2487967248393367;0.22192946076393127;0.45425650477409363;0.22192946076393127;0.22192946076393127;0.22192946076393127
3;303.581440448761;0.22336742992042818;0.28459855914115906;0.5291309952735901;0.28459855914115906;0.28459855914115906;0.28459855914115906
4;302.52620792388916;0.20318106778233624;0.3396703600883484;0.5892597436904907;0.3396703600883484;0.3396703600883484;0.3396703600883484
5;302.3147404193878;0.184907676227433;0.3870266377925873;0.6326696872711182;0.3870266377925873;0.3870266377925873;0.3870266377925873
6;315.1521508693695;0.16973991196581456;0.4278135597705841;0.6706209182739258;0.4278135597705841;0.4278135597705841;0.4278135597705841
7;316.12258672714233;0.15656302901291216;0.46374431252479553;0.700608491897583;0.46374431252479553;0.46374431252479553;0.46374431252479553
8;318.2866253852844;0.14454680020746638;0.49928516149520874;0.7294854521751404;0.49928516149520874;0.49928516149520874;0.49928516149520874
9;315.83424067497253;0.13270472709110645;0.5358303189277649;0.7585041522979736;0.5358303189277649;0.5358303189277649;0.5358303189277649
10;306.9277274608612;0.12284353213817839;0.5652271509170532;0.7844390869140625;0.5652271509170532;0.5652271509170532;0.5652271509170532
11;316.5829346179962;0.11336111941767438;0.5961953997612;0.8032847046852112;0.5961953997612;0.5961953997612;0.5961953997612
12;316.8933103084564;0.10547876183246395;0.6193655133247375;0.8232055306434631;0.6193655133247375;0.6193655133247375;0.6193655133247375
13;316.007520198822;0.09728358239287578;0.6482070088386536;0.8412595391273499;0.6482070088386536;0.6482070088386536;0.6482070088386536
14;316.89834809303284;0.09000544911056814;0.6740710139274597;0.8580610752105713;0.6740710139274597;0.6740710139274597;0.6740710139274597
15;308.0946273803711;0.08437497850422992;0.6927748322486877;0.8700892329216003;0.6927748322486877;0.6927748322486877;0.6927748322486877
16;304.91447615623474;0.07614974481791315;0.7174454927444458;0.8852011561393738;0.717445433139801;0.7174454927444458;0.7174454927444458
17;305.57883405685425;0.07028651885249931;0.7414662837982178;0.8981272578239441;0.7414662837982178;0.7414662837982178;0.7414662837982178
18;306.1940538883209;0.06401067553757071;0.762887716293335;0.9096118807792664;0.7628877758979797;0.762887716293335;0.762887716293335
19;304.93964409828186;0.06073430545490749;0.7751757502555847;0.9168902039527893;0.7751757502555847;0.7751757502555847;0.7751757502555847
20;305.15492963790894;0.05632119883355352;0.791551947593689;0.9260234832763672;0.791551947593689;0.791551947593689;0.791551947593689
21;305.64856004714966;0.049836620632541455;0.8156554698944092;0.9372954368591309;0.815655529499054;0.8156554698944092;0.8156554698944092
22;305.42666721343994;0.04690719483717783;0.8264074921607971;0.9427778124809265;0.8264074921607971;0.8264074921607971;0.8264074921607971
23;309.15343499183655;0.042654202953297894;0.8411532044410706;0.9504578709602356;0.8411532044410706;0.8411532044410706;0.8411532044410706
24;307.1337299346924;0.03813241407990857;0.8583682775497437;0.9566137194633484;0.8583682775497437;0.8583682775497437;0.8583682775497437
25;308.4673659801483;0.03457723223196698;0.8724168539047241;0.9651798605918884;0.8724167943000793;0.8724168539047241;0.8724168539047241
26;306.0556230545044;0.032187000628902326;0.8810657262802124;0.9678147435188293;0.8810657262802124;0.8810657262802124;0.8810657262802124
27;306.2765259742737;0.028035791256396356;0.8983044624328613;0.9740296602249146;0.8983044624328613;0.8983044624328613;0.8983044624328613
28;593.1160929203033;0.02508713654964275;0.9097772836685181;0.9785313606262207;0.9097772836685181;0.9097772836685181;0.9097772836685181
29;308.35516834259033;0.02222264179467384;0.9211673736572266;0.9822768568992615;0.9211673736572266;0.9211673736572266;0.9211673736572266
30;305.341046333313;0.02044157032669559;0.9275122880935669;0.9842145442962646;0.9275122880935669;0.9275122880935669;0.9275122880935669
31;304.9201991558075;0.017835807923398322;0.9369173645973206;0.9876883029937744;0.9369173645973206;0.9369173645973206;0.9369173645973206
32;305.16884899139404;0.015112581588748212;0.9504814743995667;0.9911502599716187;0.9504814743995667;0.9504814743995667;0.9504814743995667
33;305.44717168807983;0.012824551200860361;0.9582087993621826;0.9932534098625183;0.9582087397575378;0.9582087993621826;0.9582087993621826
34;308.691926240921;0.010679107507191676;0.9671648740768433;0.994931161403656;0.9671648740768433;0.9671648740768433;0.9671648740768433
35;307.4069812297821;0.009995834466020643;0.9683936834335327;0.9958527684211731;0.9683936834335327;0.9683936834335327;0.9683936834335327
36;305.75265622138977;0.00854804610103124;0.9749158024787903;0.9970225095748901;0.9749158620834351;0.9749158024787903;0.9749158024787903
37;308.4328815937042;0.0067067061618420725;0.9814025163650513;0.998062252998352;0.9814025163650513;0.9814025163650513;0.9814025163650513
38;305.7633922100067;0.006342692585911343;0.9822649955749512;0.9984994530677795;0.9822649955749512;0.9822649955749512;0.9822649955749512
