iteration;gpu;cpu
0;0.027658300001348834;1.009874299998046
1;0.027571700000407873;1.0090423000001465
2;0.026496700000279816;0.9635101999992912
3;0.02609920000031707;0.9583013999981631
4;0.026085000001330627;0.9579874000010022
5;0.026083500000822823;0.956932199998846
6;0.02611839999735821;0.9576201000018045
7;0.02608930000133114;0.9571286000027612
8;0.02612779999981285;0.9589142000004358
9;0.026081500000145752;0.9532690999985789
10;0.026044399997772416;0.9562996000022395
11;0.026107999998203013;0.9589449000013701
12;0.026121300001250347;0.9582253000007768
13;0.026080200001160847;1.0248892999989039
14;0.02607500000158325;1.0211968000003253
15;0.026081299998622853;1.0229647000014666
16;0.0261160000009113;1.0185491999982332
17;0.02606469999955152;0.9635941000015009
18;0.026040199998533353;0.9576444000012998
19;0.02608440000039991;0.9578677999998035
20;0.026126199998543598;0.9577831000024162
21;0.026145399999222718;0.9629029000025184
22;0.0261402000032831;0.9578111000009812
23;0.02607450000141398;0.9575409999997646
24;0.026049699998111464;0.9584006000004592
25;0.026123600000573788;0.955027500000142
26;0.026094799999555107;0.9564610999987053
27;0.02615420000074664;0.9579525999979523
28;0.026172500001848675;0.9567437999976391
29;0.026133499999559717;0.9692068999975163
30;0.026542399999016197;0.972785499998281
31;0.02758230000108597;0.9830622000008589
32;0.02610099999947124;0.9623374000002514
33;0.026068499999382766;0.9605306999983441
34;0.02609880000090925;0.9668596000010439
35;0.026115000000572763;0.9624201000005996
36;0.026080200001160847;0.9644096999982139
37;0.026128999998036306;0.9639193000002706
38;0.02607420000276761;0.9626385999981721
39;0.026080699997692136;0.9647354000007908
40;0.02606749999904423;0.9644352999966941
41;0.02618649999931222;0.9614446000014141
42;0.026105600001756102;0.9600800000007439
43;0.026084099998115562;0.9627233000028355
44;0.026095600002008723;0.9578518000016629
45;0.026146500000322703;0.9590735999991011
46;0.02611379999871133;1.028804300000047
47;0.026213299999653827;1.0227369000022009
48;0.026119199999811826;1.029753900002106
49;0.026162800000747666;0.9632481000007829
50;0.026100300001417054;0.9585613999988709
51;0.02610110000023269;0.9576476000002003
52;0.02615499999956228;0.964777299999696
53;0.02609630000006291;0.958182599999418
54;0.026174999999057036;0.9619745000018156
55;0.026044000002002576;0.9564890000001469
56;0.02608699999836972;0.9589774999985821
57;0.026074000001244713;0.9599310999983572
58;0.026068799998029135;0.9593235000029381
59;0.026054699999804143;0.958268099999259
60;0.02610110000023269;0.9656952000004821
61;0.026077500002429588;0.9596669999991718
