iteration;gpu;cpu
0;0.06647399999928894;0.17643710000083956
1;0.06579020000026503;0.17569839999850956
2;0.06603250000080152;0.17597740000019257
3;0.06612329999916255;0.17581670000072336
4;0.06636690000050294;0.1761621000005107
5;0.06686850000005506;0.17608499999914784
6;0.06611819999852742;0.17676920000121754
7;0.06626649999998335;0.1759754000013345
8;0.06607359999907203;0.17623139999886916
9;0.06613699999979872;0.17598419999922044
10;0.06603249999898253;0.17840090000026976
11;0.06601620000037656;0.17562029999862716
12;0.0663113999999041;0.176123599998391
13;0.06605169999966165;0.17547430000013264
14;0.06604479999987234;0.1757980000002135
15;0.06605110000054992;0.1757831000013539
16;0.06593849999990198;0.17551670000102604
17;0.06597109999893291;0.17683410000063304
18;0.06614860000081535;0.17570549999982177
19;0.06639840000025288;0.17552150000119582
20;0.06658280000010564;0.17584139999962645
21;0.066135299999587;0.1759593999995559
22;0.06613209999886749;0.175617400000192
23;0.06607880000046862;0.17681979999906616
24;0.06608270000106131;0.1755790999995952
25;0.06618110000090383;0.1756215000004886
26;0.06626679999862972;0.17573350000020582
27;0.0663496999986819;0.176121399999829
28;0.06599810000079742;0.17911699999967823
29;0.06596849999914411;0.17583340000055614
30;0.06613260000085575;0.17563909999989846
31;0.06589160000112315;0.17621089999920514
32;0.0660145999991073;0.17583440000089468
33;0.06608849999975064;0.17592920000060985
34;0.06607429999894521;0.1763210999997682
35;0.06708880000041972;0.1760842000003322
36;0.06606710000050953;0.1793770999993285
37;0.06607489999987592;0.17613669999991544
38;0.06604499999957625;0.17582489999949757
39;0.06598889999986568;0.17567240000062156
40;0.06606670000110171;0.1765906000000541
41;0.06618059999891557;0.17636049999964598
42;0.06613719999950263;0.1760924000009254
43;0.06626070000129403;0.17570710000109102
44;0.06614230000013777;0.17579399999885936
45;0.06651120000060473;0.17583079999894835
46;0.06592579999960435;0.1759881999987556
47;0.06614799999988463;0.17589389999920968
48;0.06613159999869822;0.17606599999999162
49;0.06604019999940647;0.1783285999990767
50;0.06737260000045353;0.17797100000097998
51;0.06606680000004417;0.17686030000004394
52;0.06609829999979411;0.17645599999923434
53;0.06601450000016484;0.17854939999961061
54;0.06625369999892428;0.17779949999930977
55;0.06602919999932055;0.17717939999965893
56;0.06597770000007586;0.17847340000116674
57;0.06627610000032291;0.17905179999979737
58;0.0663144000009197;0.17659329999878537
59;0.06616310000026715;0.17672680000032415
60;0.06610280000131752;0.1789273000013054
61;0.06606990000000224;0.18445450000035635
62;0.065900600000532;0.17647089999991294
63;0.06601810000029218;0.1759554999989632
64;0.06593319999956293;0.17668649999905028
65;0.06691160000082164;0.17613899999923888
66;0.06617949999963457;0.17579469999873254
67;0.06623389999913343;0.17609640000046056
68;0.06590619999951741;0.17644950000067183
69;0.06612170000153128;0.17688230000021576
70;0.06610579999869515;0.17577560000063386
71;0.06600870000147552;0.17586889999984123
72;0.06816250000156288;0.1758931999993365
73;0.06649620000098366;0.17613119999987248
74;0.06622729999980947;0.17658339999979944
75;0.0661789999994653;0.17620910000005097
76;0.06607380000059493;0.1765665999992052
77;0.06611290000000736;0.17562910000015108
78;0.06620739999925718;0.1769137999999657
79;0.06623749999926076;0.179700499998944
80;0.06693530000120518;0.1763468000008288
81;0.06606480000118609;0.17556800000056683
82;0.06618899999921268;0.17612720000033733
83;0.06599030000143102;0.17588550000073155
84;0.06606350000038219;0.17635209999934887
85;0.0662227000011626;0.17629610000039975
86;0.06603099999847473;0.17604609999943932
87;0.06636299999991024;0.17671169999994163
88;0.0669873999995616;0.17594429999917338
89;0.06624760000158858;0.17594519999875047
90;0.06633330000113347;0.17580679999991844
91;0.06610129999899073;0.17621890000009444
92;0.06609930000013264;0.17582040000161214
93;0.06610919999911857;0.17617260000042734
94;0.06617530000039551;0.1757372000010946
95;0.06698620000133815;0.17591919999904349
96;0.06610240000009071;0.17565639999884297
97;0.06606840000131342;0.17622769999979937
98;0.06596559999888996;0.17597439999917697
99;0.06607989999974961;0.17600660000061907
100;0.06613930000094115;0.17564800000036485
101;0.06626329999926384;0.17620759999954316
102;0.06619369999862101;0.17610140000033425
103;0.0662123000001884;0.17598639999960142
104;0.06612909999967087;0.1758097000001726
105;0.06610929999988002;0.17574509999940346
106;0.0660728000002564;0.17579920000025595
107;0.06600339999931748;0.17603070000041043
108;0.06613649999962945;0.17626389999895764
109;0.06604859999970358;0.17551909999929194
110;0.06708509999953094;0.17603059999964898
111;0.06636160000016389;0.1760985000000801
112;0.06612099999983911;0.17618339999899035
113;0.06590379999943252;0.1763515999991796
114;0.06616530000064813;0.17626349999954982
115;0.06608410000080767;0.17555470000115747
116;0.06609279999975115;0.1756126000000222
117;0.0660096000010526;0.17562199999883887
118;0.0678697999992437;0.1755898999999772
119;0.06602609999936249;0.17612220000046364
120;0.0660212999991927;0.17581989999962389
121;0.06622630000128993;0.17562550000002375
122;0.06613850000030652;0.17554399999971793
123;0.0660585000005085;0.17564499999934924
124;0.06604700000025332;0.17553489999954763
125;0.06664660000024014;0.1768052000006719
126;0.06615950000013981;0.1757328999992751
127;0.0661301000000094;0.17554670000026817
128;0.06603970000105619;0.17567020000024058
129;0.06604220000008354;0.17553050000060466
130;0.06622620000052848;0.17565389999981562
131;0.06600109999999404;0.1764547999991919
132;0.06593049999901268;0.17577109999911045
133;0.06631819999893196;0.17574729999978445
134;0.06598849999863887;0.17641290000028675
135;0.06601269999919168;0.1757180000004155
136;0.0661932999992132;0.17763000000013562
137;0.06610189999992144;0.17705540000133624
138;0.06615769999916665;0.17569320000075095
139;0.06620789999942644;0.17726279999988037
140;0.06651599999895552;0.1780228999996325
141;0.06625759999951697;0.17668090000006487
142;0.06598339999982272;0.17663510000056704
143;0.0660238999989815;0.1767468000016379
144;0.06637530000080005;0.1783757000011974
145;0.0660570000000007;0.1773401999998896
146;0.06608039999991888;0.17723880000085046
147;0.06605020000097284;0.1773271999991266
148;0.06632490000083635;0.17930890000025101
149;0.06622450000031677;0.1760405000004539
150;0.06617150000056427;0.17620330000136164
151;0.06621839999934309;0.1808923999997205
152;0.06624850000116567;0.18212289999974018
153;0.06593810000049416;0.1759896999992634
154;0.06606530000135535;0.17578420000063488
155;0.06649480000123731;0.17655670000021928
156;0.06647510000038892;0.17610030000105326
157;0.06611940000038885;0.1756810000006226
158;0.06598789999952714;0.1755804000003991
159;0.06608719999894674;0.17601439999998547
160;0.06600860000071407;0.1757207999999082
161;0.06613780000043334;0.17550910000136355
162;0.06654119999984687;0.17564390000006824
163;0.06639739999991434;0.17546349999975064
164;0.0660797000000457;0.17562089999955788
165;0.06592310000087309;0.17617040000004636
166;0.06612860000132059;0.17552140000043437
167;0.0660795000003418;0.17578789999970468
168;0.06613180000022112;0.1754912999986118
169;0.06606789999932516;0.17559000000073866
170;0.0663072999996075;0.17607379999935802
171;0.06678640000063751;0.17563300000074378
172;0.06608719999894674;0.1755139999986568
173;0.06598250000024564;0.1758453999991616
174;0.06601760000012291;0.17584180000085325
175;0.06601120000050287;0.17556969999895955
176;0.06762299999900279;0.17612440000084462
177;0.06605010000021139;0.175663900001382
178;0.06665980000070704;0.17566879999867524
179;0.06747220000033849;0.17562420000103884
180;0.06722580000132439;0.17547680000097898
181;0.06704750000062631;0.17549739999958547
182;0.06707590000041819;0.17763899999954447
183;0.06642160000046715;0.1760365999998612
184;0.06684479999967152;0.1760842000003322
185;0.06619049999972049;0.17576509999889822
186;0.06682899999941583;0.17585429999962798
187;0.0660029000009672;0.17627510000056645
188;0.06598529999973834;0.1764722999996593
189;0.06651789999887114;0.1760482999998203
190;0.06760769999891636;0.17622060000030615
191;0.06741390000024694;0.176110599999447
192;0.06664900000032503;0.17587949999870034
193;0.06743579999965732;0.17644110000037472
194;0.06635210000058578;0.17583099999865226
195;0.06623779999972612;0.17579320000004373
196;0.06672790000084206;0.17622970000047644
197;0.06658969999989495;0.1761222999994061
198;0.06787700000131736;0.1758458000003884
199;0.06662860000142246;0.1765450000002602
200;0.0670735000003333;0.17594040000039968
201;0.06850169999961508;0.1758858000011969
202;0.0667490000014368;0.17550420000043232
203;0.06788779999988037;0.17604209999990417
204;0.06736770000134129;0.1758730999990803
205;0.06631199999901582;0.17576560000088648
206;0.06612879999920551;0.17590060000111407
207;0.06601190000037604;0.17599469999913708
208;0.06620349999866448;0.17633770000065851
209;0.06831880000027013;0.17612410000037926
210;0.06815289999940433;0.17627460000039719
211;0.06876849999935075;0.1757567000004201
212;0.07016139999905135;0.1760924000009254
213;0.07212859999890497;0.1759660999996413
214;0.06614520000039192;0.17598309999993944
215;0.06703609999931359;0.17603039999994508
216;0.06634020000092278;0.17756000000008498
217;0.06595889999880455;0.1760070000000269
218;0.06601559999944584;0.17577130000063335
219;0.06620219999967958;0.1762447000000975
220;0.06592310000087309;0.1761222999994061
221;0.06617949999963457;0.175956999999471
222;0.06613830000060261;0.17571249999855354
223;0.06737840000096185;0.17567699999926845
224;0.06641639999907056;0.17587769999954617
225;0.06603319999885571;0.17637529999956314
226;0.0661603999997169;0.17573239999910584
227;0.06649950000064564;0.17641680000087945
228;0.06615379999857396;0.17652650000127323
229;0.06600179999986722;0.17606909999994969
230;0.06633220000003348;0.1777723999985028
231;0.06695079999917652;0.1785067999990133
232;0.06586739999875135;0.17697039999984554
233;0.06601250000130676;0.17613800000071933
234;0.06590169999981299;0.17755600000054983
235;0.06602989999919373;0.1780746000004001
236;0.06602939999902446;0.1771934999997029
237;0.06612550000136252;0.17783990000134509
238;0.0662371999987954;0.179980599999908
239;0.06612230000064301;0.17838270000174816
240;0.06611990000055812;0.17672049999964656
241;0.06607569999869156;0.17673450000074808
242;0.06608670000059647;0.18258209999839892
243;0.06598870000016177;0.17899989999932586
244;0.0660357999986445;0.17694630000005418
245;0.06634490000033111;0.17589959999895655
246;0.0665171000000555;0.1758544999993319
247;0.06596230000104697;0.17688490000000456
248;0.0659923000002891;0.17607810000117752
249;0.06606800000008661;0.1756294999995589
250;0.06604139999944891;0.17624749999959022
251;0.06617700000060722;0.1760614999984682
252;0.06589920000078564;0.1762395000005199
253;0.06620339999972202;0.17596509999930277
254;0.06602639999982785;0.17594650000137335
255;0.06615450000026613;0.1761929999993299
256;0.0661355000011099;0.17611869999927876
257;0.06592559999990044;0.1760243000007904
258;0.06617740000001504;0.17584200000055716
259;0.06608679999953893;0.17621750000034808
260;0.06598109999868029;0.17575639999995474
261;0.06678610000017215;0.1766327999994246
262;0.0661084999992454;0.17658080000001064
263;0.06602940000084345;0.17575310000029276
264;0.06601539999974193;0.17576929999995627
265;0.06606560000000172;0.17587800000001153
266;0.06595609999931185;0.17564760000095703
267;0.06592639999871608;0.17622669999946083
268;0.06615699999929348;0.17594789999930072
269;0.06603480000012496;0.17617519999839715
270;0.06606839999949443;0.17594699999972363
271;0.06595960000049672;0.17585309999958554
272;0.06599089999872376;0.17631380000057106
273;0.06590679999862914;0.1763760000012553
274;0.06602580000071612;0.175759100000505
275;0.06597180000062508;0.17591899999933958
276;0.06683349999912025;0.1759120000006078
277;0.06602609999936249;0.1795250000013766
278;0.06595329999981914;0.17603050000070652
279;0.06589750000057393;0.17621209999924758
280;0.06597169999986363;0.17565520000061952
281;0.06620870000006107;0.17561899999964226
282;0.06617629999891506;0.17563350000091305
283;0.06607839999924181;0.17603219999909925
284;0.06606560000000172;0.17605990000083693
285;0.06612540000060108;0.175581700001203
286;0.06626309999955993;0.17611159999978554
287;0.0659070999990945;0.17654179999954067
288;0.06607660000008764;0.17569389999880514
289;0.06618469999921217;0.17597340000065742
290;0.06626999999934924;0.17593620000116061
291;0.06660910000027798;0.17582949999996345
292;0.0660570000000007;0.17611140000008163
293;0.06596600000011676;0.1760310000008758
294;0.06599459999961255;0.17972410000038508
295;0.06604330000118352;0.1761843999993289
296;0.06601600000067265;0.17657750000034866
297;0.06597990000045684;0.1769462999982352
298;0.06601509999927657;0.17633160000150383
299;0.06626469999901019;0.17606789999990724
300;0.06618600000001607;0.17641570000159845
301;0.06619339999997464;0.17681909999919299
302;0.06606350000038219;0.17582940000102099
303;0.06637099999898055;0.17683380000016768
304;0.06610449999971024;0.1755314999991242
305;0.06610470000123314;0.17555470000115747
306;0.06778120000126364;0.17600040000070294
307;0.06581999999980326;0.17606290000003355
308;0.06598200000007637;0.1755169999996724
309;0.06596580000041286;0.17573509999965609
310;0.0659181000009994;0.17560299999968265
311;0.06611739999971178;0.17558920000010403
312;0.06605300000046554;0.17600969999875815
313;0.06612090000089665;0.17557940000006056
314;0.06608409999898868;0.17731739999908314
315;0.0667991999998776;0.17842410000048403
316;0.06598180000037246;0.1779381000014837
317;0.06605189999936556;0.1780865000000631
318;0.06622360000073968;0.17585069999950065
319;0.06612649999988207;0.17565059999833466
320;0.06604659999902651;0.17576970000118308
321;0.06711290000021108;0.1778571999984706
322;0.06623140000010608;0.17734380000001693
323;0.06607650000114518;0.17640409999876283
324;0.0662372000006144;0.176109500000166
325;0.0660383999984333;0.1786640999998781
326;0.06655500000124448;0.1774211000010837
327;0.06619549999959418;0.1768125999988115
328;0.06611739999971178;0.18125049999980547
329;0.06627459999981511;0.1791374000003998
330;0.06620449999900302;0.17645689999881142
331;0.06601520000003802;0.1760776999999507
332;0.06596610000087821;0.17824769999970158
333;0.06599329999880865;0.1849167000000307
334;0.06602639999982785;0.1761347999999998
335;0.06612669999958598;0.17614040000080422
336;0.06698489999871526;0.17557600000145612
337;0.06620019999900251;0.17664350000086415
338;0.06649049999941781;0.1755912000007811
339;0.06595990000096208;0.17553319999933592
340;0.06611619999966933;0.17597209999985353
