iteration;gpu;cpu
0;0.1334010999999009;0.3587450999984867
1;0.06721110000216868;0.3495913999977347
2;0.013005799999518786;0.3510230000028969
3;0.012940699998580385;0.3489324000001943
4;0.012924300001031952;0.34901520000130404
5;0.013010300001042197;0.35118299999885494
6;0.012980999999854248;0.3486684999988938
7;0.012853900003392482;0.34930480000184616
8;0.012914999999338761;0.3502446999991662
9;0.012813700002880068;0.3491853999985324
10;0.012855900000431575;0.34891960000095423
11;0.012815699999919161;0.34969619999901624
12;0.012992399999347981;0.34858490000260645
13;0.012895399999251822;0.3493157000011706
14;0.012918000000354368;0.3509029999986524
15;0.012984300003154203;0.3483277999985148
16;0.012978599999769358;0.34867039999880944
17;0.012923599999339785;0.34975159999885364
18;0.012836699999752454;0.34907989999919664
19;0.012950799999089213;0.3504240000002028
20;0.012865500000771135;0.3496960000011313
21;0.012918600001285085;0.35564069999963976
22;0.012920100001792889;0.351831800002401
23;0.012847500001953449;0.35614539999733097
24;0.012923499998578336;0.35534980000011274
25;0.012955599999258993;0.3541134000006423
26;0.012908600001537707;0.3512903000009828
27;0.012816999998904066;0.35821299999952316
28;0.01288859999840497;0.3500371999980416
29;0.012818100000004051;0.3510248999991745
30;0.01282080000237329;0.34918850000030943
31;0.012892500002635643;0.350188899999921
32;0.01281340000059572;0.3493254999993951
33;0.012809200001356658;0.34901410000020405
34;0.012797600000340026;0.3503753999975743
35;0.012857499998062849;0.3492380999996385
36;0.012897900000098161;0.3500437000002421
37;0.012968799997906899;0.3508252999999968
38;0.01288619999832008;0.34863290000066627
39;0.012881800001196098;0.3506613000026846
40;0.012858099998993566;0.3491585000010673
41;0.012961700002051657;0.34924129999853903
42;0.012991299998247996;0.35074080000049435
43;0.012872300001617987;0.34820789999866975
44;0.01291539999874658;0.34978740000224207
45;0.01274330000160262;0.35038320000239764
46;0.012850000002799788;0.3491235000001325
47;0.012800900000002002;0.3488264000006893
48;0.012809100000595208;0.3510242999982438
49;0.012988200000108918;0.34953390000009676
50;0.013013499999942724;0.3488236999983201
51;0.012989099999686005;0.35064129999955185
52;0.013240100000984967;0.34923580000031507
53;0.012880400001449743;0.3490490999975009
54;0.012817300001188414;0.3500332999974489
55;0.01288600000043516;0.34843000000182656
56;0.012853000000177417;0.3490908000021591
57;0.012839899998652982;0.3515196000007563
58;0.012841800002206583;0.34901000000172644
59;0.012821899999835296;0.35076439999829745
60;0.012918799999170005;0.34869160000016564
61;0.01280380000025616;0.34868700000151875
62;0.012878199999249773;0.3514517999974487
63;0.012940599997818936;0.3483693000016501
64;0.012822900000173831;0.34823529999994207
65;0.012894600000436185;0.34996179999870947
66;0.012844400000176392;0.3515593000010995
67;0.012853699998231605;0.3527553000021726
68;0.012970499999937601;0.3550286999998207
69;0.013247800001408905;0.35683029999927385
70;0.014002500000060536;0.3537326000005123
71;0.01320549999945797;0.35339770000064163
72;0.012902299997222144;0.35695400000258815
73;0.012971600001037586;0.35149810000075377
74;0.012735899999825051;0.3496792000005371
75;0.012860499999078456;0.3492834999997285
76;0.012923800000862684;0.3491784999969241
77;0.01295639999807463;0.3493616000014299
78;0.012828800001443597;0.3488099999995029
79;0.012867500001448207;0.3496945000006235
80;0.012910999997984618;0.34918259999903967
81;0.012840800001868047;0.3496402999990096
82;0.012844000000768574;0.3499240999990434
83;0.012942500001372537;0.3485293999983696
84;0.012837599999329541;0.3488647000012861
85;0.012914200000523124;0.3502387999978964
86;0.012826300000597257;0.3485622999978659
87;0.012953099998412654;0.3490408999969077
88;0.01276270000016666;0.3513793000020087
89;0.012881299997388851;0.3555880999992951
90;0.012811700002202997;0.34974069999952917
91;0.012858899997809203;0.34990929999912623
92;0.012786200000846293;0.34929339999871445
93;0.012810700001864461;0.3494377999995777
